7   6
8   19
8   21
9   20
10   16
13   3
17   39
18   20
20   12
21   16
21   23
21   44
24   46
25   19
26   4
29   27
30   34
30   37
31   39
34   9
34   21
37   11
42   43
45   35
48   24
51   43
52   20
52   22
